,id,document,predicted_label
256,                정명훈              ,킹짱혁 커리어는 말할 것도 없고프로 최고참인데 아직도 이정도 실력유지하는건 진짜 미쳤다라고밖엔,0.6500331
257,                윤영호              ,왠지 뭉클하누 고생했다 ,0.90545475
258,                육수닭              ,페이커있으면 나랑해도 우승각인가,0.57829523
259,                깜도뤼              ,왜 사일러스를 벤 안했나,0.2425575
260,                Y              ,페이커 데스 ㅁㅊ부렸다,0.19644737
261,                빼박설명충              , 우리 오른이가 대회나갑니다,0.45715177
262,                진교준              ,올라프 비사지에 워모그 뭐야 ㅋㅋㅋㅋㅋ,0.07099575
263,                배찌Tube              , 부터 테디님 설계하신거 같은데 일부러 세주궁 맞고 풀면서 초시계로 어그로끌고 한타 여시는 테디님 존경합니다,0.24176416
264,                하이              , 무슨 코르키를 르블랑처럼 하냐,0.15052721
265,                ᄋᄋᄒᄃ              ,결국 세트 코르키 밴 ㅋㅋ,0.624545
266,                김핼린이              ,무슨 말이되는 경기력이냐,0.034772605
267,                김현우              , 테디 살인미소,0.86499614
268,                adorable 〰              ,페이커 선수의 업적이 또 쌓이네요 회 우승 부진도 있었지만 극복하고 항상 높은 자리 지켜내는게 정말 대단하구 존경스럽습니다  칸나 에포트 테디 커즈 페이커 선수 및 서브 선수분들 감독 코치분들 너무 너무 수고하셨습니다 슼팬이라서 너무 좋네요 ,0.99513346
269,                가나다              ,세트에 바론에서 서로 브리핑하고 그런거 짤렸나 그장면 테디랑 에포트 인상깊었는데,0.97326386
270,                마스터간다.              ,뜨거운 아항 과 함께 시자아아아아아아아앙아ㅏㅇ아악 하겠습니다,0.48817664
271,                박대기              ,킹정수 ㄹㅇ 롤드컵 청부사,0.50543743
272,                전다원              ,와 오늘 커즈 미쳤네,0.57080317
273,                MIT              ,ㄹㅇ 질리언 안 좋네,0.2804274
274,                김장우              ,해설 너무 어수선하다,0.066366345
275,                경민              ,  여게 밑에 왜 클템이 없나요 가문하면 그분인데,0.113692105
276,                THIS IS A PEN              ,칸나  오른 니궁 쩔드라,0.3481526
277,                한사람              , 랜턴 못 타게 하려고 핑와로 방해하네 신기해라,0.17552027
278,                바지장대              , 페이커 이거할려고 어그로 끌었다 라고 말할려다 말 끊긴건가ㅋㅋㅋㅋㅋㅋ,0.32604235
279,                ᄒᄒWhistle              , 야라가스 픽 개오바 ㅠ,0.33636582
280,                이이잉잉이              ,칸나 세트때 솔킬번땄네ㅋㅋ,0.475215
281,                하부스              ,반지원정대 ㅋㅋㅋㅋ 반지 용암에 던져버림 ㅋㅋㅋㅋㅋ,0.7369391
282,                이학만              ,  죽는줄알았네  지는줄알았다,0.14759097
283,                물병              ,페이커 승패 하고 빨리 회식하는게 소확행이라고 했는데 ㄹㅇ이네 진짜 대단하다,0.8073499
284,                권혁상              ,어 늦엇네 좀만 쉬다가지 뭐 ㅋㅋ,0.17316258
285,                구름과자와부싯돌              , 샤코인가요,0.09748006
286,                이우진              ,근데 진짜 은 넘사다ㄷㄷ,0.95127034
287,                혼썸남              ,국뽕에 취하네요 진짜 최고령 미드라이너 존경스럽네요 레전드 페이커,0.81046236
288,                보인다보여              ,ㄹㅇ 슼은 옛날부터 꾸준히 해먹네,0.1922161
289,                EXHAUST-MEERKAT              ,기통,0.32003886
290,                김민성              , 안녕 난 테디라고해,0.7573407
291,                준준              , 팬인데  준비해온거 제대로 못하고 으로 진 젠지가 불쌍해보일정도다,0.14565432
292,                신경원              ,유니폼 개간지나네,0.68293625
293,                공현석              ,슼 유니폼 어깨쪽에  미춋다,0.5518526
294,                데이              ,페이커  성에 롤드컵 성이네 ㄷㄷ,0.34336546
295,                간지마켓              ,사일 밴 안한거 가장큰 실수,0.17045483
296,                이태훈              ,보고 또보고 또보는데 해설에서 이 이기면 그낭 티이이이이 우어어어ㅓ언,0.66267306
297,                장재완              ,브베소환,0.34489357
298,                Stone Moon              ,에 가 돌아온게 너무좋다,0.96292466
299,                sungbong hong              ,에포트 오더 멋있따 반하겠누,0.9602663
300,                김원기              ,감독이 바뀌니 벤픽이 시원하네 결승전에서 이라,0.121497154
301,                긍정              ,페이커가 총  번 우승했는데 는 시즌 부터 까지 번했음 그중 절반을 페이커가 우승한것,0.14906776
302,                준 성              ,젠지는 만나면 항상 똑같은 패턴으로 패배하네 지더라도 높은수준의 경기를 보여줬으면 했는데 젠지팬으로서 이번 결승은 너무 실망스럽다 서머때는 준비잘해서 좋은모습을 보여줬으면 좋겠고 의 번째 정규리그 우승도 축하합니다,0.022642076
303,                멍청이보면짖는 개              ,다양성만큼 무서운게없지 또 거기에 능하다면,0.33413112
304,                신승민              ,커즈 오늘 폼 미쳤네 ㄷ,0.6260088
306,                Mr.틀딱혐오              ,드림팀은 무슨ㅋㅋㅋ,0.19680357
307,                Kido Chang              ,테디 바루스 포킹이 숨은 수훈이다,0.8667072
308,                Harry Mun              ,  비둘기 출현,0.14511558
309,                홍윤재              ,소리를 너무지른다,0.09791866
310,                조키              ,킬 어시스트,0.27454388
311,                이민우              ,다시한번  서머 롱주의 위상을 새삼 느끼네,0.96618176
312,                강민              ,시즈탱크 소리 나만들리나 칸나 오른 봇에서 ㄷ 싸우기전 제이스한테 맞을때,0.398766
313,                임지웅              ,분들 우승 축하드립니다,0.49946603
314,                한승훈              , 젠지 싸움 수준 ㄹㅇ 실화냐 진짜 최강자들의 싸움이다 그 전설같던 이 맞나 진짜 은 전설이다,0.701269
315,                K Koma0              ,앰비션 큼,0.51218367
316,                유원TV              , 마린죽음,0.4351209
317,                김명준              ,실력 차이 오지게 나네 보니까,0.19391894
318,                이호현              ,나도 안경쓰면 게임 잘해질까,0.27227658
319,                요약              ,비디디가 아무것도 못하네 박살내버렸네 ㅋㅋㅋ,0.16978201
320,                정시엽              ,결승전이 분 밖에 안되냐 왜,0.11035681
321,                채훈              , 라스칼선수 계속 쭉 뺐음 살수있엇던 거 아닌가요 아쉽네여ㅜ,0.7303119
322,                김성호              ,테디 포킹바루스의 정석인데,0.8169707
323,                yr T              ,오늘 밴픽이 진짜 이상했다 오른 가져오고 싶었으면 적어도 사일은 밴하야하는거 아닌가 싶었고 팬이지만 젠지가 너무 허무하게 져서 이게 의 현실인가 싶었습니다,0.031013817
324,                qwerty 9999              ,틀타고인물감독은 변한게없네,0.10154548
325,                돌멩이              , 도 분인데  결승영상이 분이라 밥먹으면서 다시보기 딱좋았다,0.5326507
326,                harreruaa 12              ,슬슬 걱정되네 의선수들이 은퇴하면  그 레전드를 젠지가 이어갈 거라 생각 했는데 언제쯤 을 이기냐,0.671749
327,                김민수              ,위라는 의미는 없는거같네요 위로 올라간 젠지나 작년 그리핀을 보면 오히려 다른 팀이랑 겨루면서 올라온 이 경험치 축적하듯이 압도적이니까요,0.896803
329,                loveu loveu              ,다들 너무 잘해,0.645241
330,                kim kh              , 다 잘했는데 커즈가 미쳤네 ㅈㄴ잘하네,0.3487413
332,                마기마리              ,차라리 전이 훨씬 재밌네,0.08940217
333,                모우모              ,이거 사실상  우승 아닐까,0.5162457
334,                JUMO Dkingdom              ,와 칸나 모이리 든든해졌냐 ㄷㄷ,0.6798976
335,                임정현              ,우승은 ㄷㄷㄷㅈ,0.27815437
338,                반디비              ,이거 맨처음 시작할때 전용준 캐스터 시작하겠습니다 넣어주면 안되냐 년 스프링은 잘 넣었더만 ㅜㅜ,0.047362626
339,                이재준              ,원래 전클동  하는 전율이 있었는데 은 뭔가 느낌없다,0.6009257
340,                신준환              ,다시봐도 이해가 안되네 미드질리언 딜로스 넘심한데 요플래냐,0.4135111
341,                Leessang516              ,  차이 차이 때문에 이겼죠 ㅋㅋ루ㅋㅋ,0.15128246
342,                귤귤              ,게임 보면서 느낀건데 자신이 응원하는 팀이 아닌 다른팀이나 다른팀 팬을 욕하거나 비방하는 일이 많이 일어나는데 응원하는 팀이 다른 것이지 남이 응원하는 팀이 잘못되었다는게  아닙니다 너무 감정적으로 선수들을 욕하지 말았으면 좋겠습니다,0.4726748
343,                인생비기너              ,떡,0.20926109
344,                오마이걸비니님은 천사야              ,대 일줄은 몰랐잖어 왜케 잘하냐,0.6239121
345,                Peter Hwang              ,비디디  스턴맞추는꼴을 못보네ㅜㅜ,0.39136392
346,                다이핀              ,와 이정도 경기력이면 진짜 롤드컵때 일부러 올림픽 롤집어넣으려고 져준거 아니냐,0.2782085
347,                qwe qwe              ,아니  이름 때문에 이기는거냐  라는 이름때메 이기는거냐 번째 결승진출이 말이 안되는데,0.114559054
348,                김영환              ,페이커 소확행 성공,0.6048787
349,                풀리              ,정규 위는 젠지가 했는데 우승은 이 유력해 보였던 이유,0.2968455
350,                아이알              ,커즈 진짜 잘한다 경기내내 정글압도적이네,0.6728258
351,                Seul              , 트칸나 트칸나아 이 칸나가 아닌가,0.42308497
352,                김원재              ,너무 좋아서 번 반복재생중 ㅎ,0.98513114
355,                간지마켓              ,   이 사실상 결승전이였내 ,0.5548196
356,                요약              ,수준차이 너무난다,0.09475207
357,                빛리송              ,역대급 노잼 결승 보다 번 졸았음,0.015701115
358,                롱키              ,리딸하러 왔습니다,0.3198493
359,                New Meta              ,자신만의 소확행을 챙기는 페이커 ,0.7784393
360,                Jason Nam              ,세트 비디디 플궁을 단 한번도 안하네 ㅋㅋㅋㅋ 얼마나 답답하면 해설이 플래시랑 궁이 남앗습니다 계속말하는데,0.050499886
361,                아영어학원 숙제 그지같다              ,초 테디는 다음부터 힐들자 저번에도 베리어를 힐로 착각하셧는데 ㅋㅋ,0.14989567
362,                주스타              ,누구를 콕 집어 말하고 싶진 않지만 개인적으로는 룰러 선수의 폼이 좀 아쉽네요ㅜㅜ 원딜로써는 치명적인 혼자 짤리는 장면이라던지 딜 넣는 포지션이라든지ㅜㅜ,0.38353682
363,                아프로디테              ,마지막라운드 넥서스뿌실때 인장 띄워주면 레전드였을텐데,0.88093925
364,                안녕야옹이              ,상혁이 소확행하는날우승 너무 축하해요 우리팀 우리혁번호따는건 나중에 다시 도전하세요,0.7056777
365,                Min K              ,티원이 티원했네요 ㅋㅋ,0.6446758
366,                지훈              ,년부터 생각하고 있었는데 젠지는 감코진이 문젠거 같다 ㄹㅇ 젠지 이대로면 서머 때 성적 좋아서 롤드컵 확정이어도 응원하고 싶지 않음,0.37140483
367,                고강현              ,티원진짜 수고했어 스프링이랑 롤드컵도 좋은성적으로 마무리하자 사랑해 ,0.8745394
368,                안중현              ,세트  아 젠지 좀 털렸네세트  이야 이건 많이 털렸는데세트  탈곡기냐 미쳤다,0.009756267
369,                얌마Uru              ,근데 다시봐도 황부리그는 못이겠다 ㅠ,0.66351503
370,                sh B              , 벤카드 두장 없었는데 장 꽉 채워져 있네 뭐죠,0.27616715
371,                김준희              ,세트 제이스 템 상태가,0.22822544
372,                JH L              ,탑이 ㅈㄴ잘하네,0.56065243
373,                ᄌᄋᄉ              ,경기요약 ,0.2955724
375,                궁디팡팡햄토리              ,젠지 너무 아쉽고  축하축하,0.6120746
376,                박진우              ,칸나 또 혼자 인장 들었어ㅠ,0.4277476
377,                홍기              ,오른은 다시관짝가야함 선 너무넘네,0.9169343
378,                오태식              ,번 우승 기념으로  역대 경기 다 지켜봤는데 삼화 삼블 락스   대퍼 삼갤  그리핀 킹존 와씨 이런 상상만해도 악몽인 강적들 상대로  우승해온 상혁갓과 는 대체난 대깨혁한다 걍,0.6973059
379,                __지환과윌럼프              ,셑 칸나 세주재끼고 제이스잡는건 ㄹㅇ 멋있다,0.60306716
380,                SunHo Lee              ,해설 ㅈ나 명해설,0.12344885
381,                이름              ,킹정수 진짜 대단하다 그냥 압도적이다 진짜 결승에서 개박살낸다,0.48797956
382,                유동훈              , 이거 테디 힐인줄 알고 방어막 누른건가요,0.262373
383,                지나가던세나충              ,모바일 두두둥장,0.4335197
384,                Jimmy Bucket              ,그들만의 리그 ㅋㅋ,0.63423604
385,                냥집사              ,코르키로 끌어들이는거 보면 겐지는 너무긴장했고페이커는 너무 노련했다,0.89297885
386,                yy sin              ,우리는 아직 페이커의 시대에 살고있다,0.9534582
387,                준tv              ,와ㅡㅡ진짜티원은 언제까지우승하는거야 너무잘하자나 한계가없어 한계가 페이커라는 선수는 이상혁은 진짜 항상 악기로 따지면 드럼같아,0.086117744
388,                유카토이나              ,수준차이가 너무난다 티원이 잘하는것도있는데 그외에는,0.105609715
389,                웅우              ,솔직히 보면서 졸았음 전은 그래도 재밌었는데,0.7147487
390,                sh M              ,오늘도 역사를 다시썼다,0.9493258
391,                네모              ,진짜 이번 결승은 명 다 못한거 없이 다잘했음,0.4235449
392,                치킨좋아.              ,아펠딜무섭네 ㄷ ㄷ,0.7392931
393,                skalwwmc              ,랑 커즈 칸나 너무 잘어울린다,0.8554234
394,                비공개              , 담원담원  경기가 꿀잼이였다이건 실력차이 넘 나자나,0.65765446
395,                한지훈              ,이번 게임들은 다 커즈의 존재감이 큰듯,0.8930242
396,                포커페이스              ,팀 개편되고 룰러 폼이 계속 바닥인데 원딜 게임하는 서폿미드 탑 게임을 하네 이길수가 있나 그러면,0.07944143
397,                임종현              ,진짜 언제까지 우승하냐,0.6258774
399,                아리아              ,우리가 절대 대회에서 볼수없는것 마이정글,0.13127792
400,                ilbanny              ,두두등장 영상 어디감 공연영상 사라졌네,0.19063592
401,                진성이              ,가장 인상깊은 해설과연 젠지는 스크림때 이조합을 써서 이겼을까요,0.91868365
402,                앙키몽              ,대 어케이기냐,0.19786975
403,                양주              ,이상하다 분명 저기 이상한 롤커뮤니티에선 초비디디가 페이커 그냥 이긴다고 했는데왜 둘다 출전을 안하는거임 나왔으면 졌을리가 없잖음봐줘서 이기고 페이커도 한물 갔네 ㅜㅜ,0.095535725
404,                전진              ,크 레전드,0.9196725
405,                이성재              ,아닠 결승에서  당하는거는 첨보네요 ㅋㅋ 너무 압살당한거아니야 젠지,0.4185483
406,                치킨              , 페이커 플 반응 ㄷㄷ,0.44158232
407,                자보식              ,칸나가 진짜 대박이다 올해 롤드컵에서 한건 해줬으면 좋겠다,0.929032
408,                yoyogod A              ,정글 밴때리고 그브 선픽 맞았을때 이미 젠지에 뇌절이 오지 않았나 싶네 플옵에서 표식이 영혼 털리는거 못봤나,0.114581764
409,                양성훈              ,엠비션 롤알못이였네,0.18480247
410,                옥상문              , 하이머딩거 신스킨  버스호자 테디 페이커엄,0.70102686
411,                바닐라와퍼              ,지금 원딜 등이 테디임 프레이 뱅 퇴물,0.8703391
412,                강희원              ,커즈 저격밴당한거 아무렇지 않다는듯 그브 칼픽하는거 ㄹㅇ 소름돋음,0.961501
413,                Hyojin Park              ,페이커 한타할 때마다 포지션 오짐  소름끼쳐,0.9170922
414,                [][][][][]              ,아꼬마감독님그립습니다,0.6851277
415,                Min Kim              ,아지르랑 아펠은 페이커랑 테디만 하자,0.22477055
417,                박성환.              ,하일라이트만 봐서는 누구를 줘야 할지 모를 정도로 그냥 부드럽게 이겨버렸네,0.52853405
418,                우하하하              ,에포트 쓰레쉬에서 나의 쓰레쉬의 향기가 났어,0.79662
419,                86 1Q              ,세상에 마상에 리그 위가 셧다운패라니,0.16064233
420,                키위              ,칸나 셋트 마지막 텔센스 개지린다,0.46505794
421,                이율              ,세상에 천재는 많지만 정점은 하나다 시간이 지나고 최고령 미드가 될지언정 페이커는 페이커일뿐,0.9733205
422,                띠로리              ,칸나 집요하게 파는데 팀파이트 뇌지컬 터지네 칸나포지션 탑이말려도 푸는법 다보여줬다,0.23058781
423,                Jun              ,경기는 다시봐도 상대  명이나 있고 딜러 본인밖에 없는데 이즈 삼위일체 말고 얼건 왜 갔는지 이해가 안되네 ㅋㅋ,0.38710698
424,                참내              ,전보다 하이라잇이 더 짧아,0.51951045
425,                큐남              ,이걸 늦게 오누,0.48687842
426,                Kj Yun              ,저런팀을 대떡낸 크트 담원은 무슨팀이지,0.056921363
427,                티모              ,어느팀이든 상관없다 ㄷ 국제전만 우승해줘,0.32779986
428,                INT동환              , 레전드네 ㄷㄷ,0.9528868
429,                sj h              ,페이커 테디는 지금껏 보여준게 많아서 기대치가 높앗는거에 개인적으로 원딜유저라서 테디를 주목했었다 근데  이번엔 칸나랑 커즈가 인상적이였는듯 특히 칸나 데뷔시즌인데 칸 공백 잘 메운거 같다,0.84305114
430,                규민              ,왜 밑에 테디 얘기는 없지태디 ㅈㄴ잘했는데,0.5669614
431,                플라워댄스              ,대떡,0.3610865
432,                박진호              ,처음볼땐 몰랐는데 정글차이 엄청났구나,0.7137671
433,                이희찬              ,이 대단한게 지각해서 밴픽 개 못했음  경기 그런덷도 결국은 압승 이건 젠지가 못한것도 있는데  경기력이 어제 미쳤었음 특히 세트 비디디 렙때 잡는장면그 누가 시야 먹으러가다가 죽을줄 알았냐,0.06272781
434,                YES              ,역대급으로 긴장감은 없지만 재미는 있었던 경기세트 불리한 밴픽에도 불구하고 김정수 감독이 추구하던 조합을 가져갔고 후반가면 불리할게 뻔한 조합으로 다른 장점을 살려서 짤라먹기 포킹 운영하는건 감탄했다물론 커즈가 잘해주긴 했지만세트는 킬 스코어가 지고 있을때에도 뭔가 긴장감이 흐르지 않던 판이다골드량이 앞서 있었거든세트는 그냥 말할것도 없이 압도 그 자체였다 세트는 평소에 경기에서나 개인방송에서나 선수들이 화끈한 플레이를 많이 보이거나 인상적이었던 챔피언들오 구성한거 같다 예칸나 오른 테디 아펠리오스 페이커 아지르게임을 보면 소규모 한타는 몰라도 대규모 한타는 그닥 신경쓰지 않는것 같았다왜냐골드격차로 인한 템차이 오브젝트 차이로 인한 버프차이로 인해서 한사람만 잘해줘도 다 이길 수 있는 한타였가 때문이다이 잘한것도 있지만 이번경기는 젠지의 서폿 정글이 그닥 눈에 띄지 않았다 물론 비디디도 한 세트를 제외하고는 마찬가지원딜은 다 말려서 딜을 넣을수 있는 표지션이 없었으므로 제외이번 경기는 의 조합이해도 선수들 개개인의 실력 운 요소가 다 좋았다 반면 젠지는 그러지 못한 모습을 보여주었다아직은 이 더 강한 팀인것 같지만 젠지도 더욱 훌륭한 팀이 되도록 응원한다마지막으로 빠커형 멋지다 커즈형 섹시했다,0.8938555
435,                落日              ,근 ㅡ 본,0.49580857
436,                노예훈              ,실딱이인 나로써는 분겜에 일이 번밖에 안나왔단게 신기하다,0.3163498
437,                김지환              ,막세트 볼베는 픽한 이유를 모르겠다,0.19946602
439,                모기의저주              ,커즈 용뺏는거 강타도 안썻네 ,0.31762528
440,                성이름              ,압도적이다  소극적인 모습 없고 소름돋을 만큼 무섭게 변했다,0.8953182
441,                kimcc4203              ,또 보러 왔다,0.7796036
442,                권나르              ,리그 페이커와 플레이오프 페이커와 결승 페이커는 확실히 다르긴하네 순간적인 오더하고 난 뒤에  한타나 딜넣을때는 말없이 입오물거리면서 개빡딜넣네 리그때는 이정도까지 집중하는걸 못본거 같은데  역시 고전파  커즈랑 테디도 폼절정이고 칸나 어포트도 잘해주고 너무 좋구만,0.6205885
443,                장인워치              ,근데 재가  잘 안봐서 그런데 로치는 왜 안나와요 요즘,0.8425299
444,                Chaekal Steve              ,해설자 소리좀 그만 지르면 안되나,0.01837951
445,                Junyoung Lim              ,젠지 이번에도 승패 예선탈락하겟네 롤드컵가서 진짜 개 불안한데 하는 거 보면 저게 결승전 팀의 기량이라는게 말이안되는데,0.26821673
446,                이호현              ,슼 다 안경썻네,0.389246
448,                바이퍼              ,이정도면   이 사실상 결승이였다는 학계의정설,0.6265876
449,                천영성              ,팩트 결승전 너무 노잼 이였음 ㅠㅠㅠ,0.014407486
450,                빩펡뚧              ,상체캐리메타인데 룰러 중심의 운영은 뭘 노리고 한거지,0.15970975
451,                샤프트7              ,리그중에는 가끔씩 삐걱이는 모습 보이다가도 다전제만 가면 각성해버리는 어메이징팀,0.55957174
452,                ba n              ,명문팀인만큼 구마유시 칸나등 많은 유망주를 데리고있었네,0.16643137
453,                이이지              ,역시 티원  랑한 경기가더재밋는듯,0.90296763
454,                심봉사              , 팬인데 오늘 젠지 밴픽부터 경기력까지 너무 엉망이라 솔직히 아니고 다른 팀이 올라왔어도 압승했을 거 같다,0.01328522
455,                Snow white              ,탈덕 어림도 없지 꼴데팬을 얕보지마라 끝까지 응원합니다 젠지 화이팅 그래도 어제는 아쉬웠어요,0.3276956
456,                홍성원              ,해설 소리 지르는거 에반데,0.094032645
457,                댕강아지              ,와 커즈 창모든데도 ㅈㄴ잘하네 ㄷㄷ,0.6970545
458,                GDK1220              ,한국 어차피 롤드컵 우승 못하면 그들만의 리그다 ㅇㅇ,0.52268624
459,                김민철              ,랑 하는거 보고싶다,0.5640431
460,                hyun Kim              ,ㄹㅇ 리그컵 회우승 개미쵸따리,0.48390287
461,                Horios Juan              ,형님들 근데 첫 경기 벤픽창 버그인가요벤픽 목록에 챔프사진이 회색인데 뭐죠,0.7498049
462,                미역이는강아지              ,라운드 마지막에 해설 줜나 정신없네 명서 전부 음량 똑같이 맞춰놓고 다른말 하니까 뭐라는지 하나도 모르겠다,0.06314123
463,                호현호              ,이팀에 페이커가 빠지고 다른 미드라이너 들오면 미드라이너 되게 부담감 크겠다,0.91879964
464,                문성호              ,김정수 감독 넘사벽이다 ,0.6097177
465,                한현우              ,에게 페이커에게 처음으로 준우승을 안겨준 커즈가 의 선수가 되어서 우승을 하다니 묘한기분이다 커즈 파이팅,0.97444975
466,                2403 김준성              ,슼은 다전제에 강했다 또다시 증명,0.72678554
467,                권기표              ,오늘 룰러가 너무 몰아준거에 비해 못해줬다 비교하면 안되는데 하이브리드였다면 이생각 들더라 ㅠㅠ,0.09659952
468,                Taek Hun Nam              ,역대급 개노잼 결승,0.014585733
469,                정우성              ,증명된 플레이 볼줄 아는 사람은 보는 페이커의 조율자 쉽게 말해서 자동차운전할때 뒷차가 빠른속도로 달려와 추돌직전 남들은 백미러만 볼때 눈미러를 보면서 피해를 줄이고 이기는 각을 본다,0.15536618
470,                임건 lim              ,페이커왜 이리 시끄로운 것이냐해설자이 압도적으로 이겼기 때문입니다,0.06473023
472,                정서진              ,칸나는 맨날 버스만 쳐타네 칸있었으면 롤드컵도 우승하것다,0.42295223
473,                이승호              ,와 멋있다,0.8826474
474,                몽골해군참모총장              ,이건 밴픽에서부터 젠지가 진거같다,0.14842588
475,                루마              ,걍 페이커가 멱살 잡는게 아니라 들어올려서 이겼다 ㄹㅇ,0.13756531
476,                진우창              ,너무 쉽게 이기는 느낌이 드네ㅠㅠ물론 잘하는팀이 이기는게 당연한건데살면서 다시 랑 경기같은 명경기를 기대하는거는 너무 큰 기대인가ㅠㅠ팽팽해야 볼맛도 나고 하는건데살짝 아쉽구만,0.26253426
477,                다봐용아무거나              ,개인적인  생각은 미드 정글에서 게임이 매판 끝났다고 생각함,0.9299433
478,                다람쥐              ,전체 하이라이트가 분이라는건 젠지가 압도적으로 무너졌다는거다,0.47380042
479,                황원하              ,킹정수 그냥 에 뼈묻어줘,0.4628474
480,                이명원              , 즐거웠다 써머때 보자  우승 축하하하하,0.8535255
481,                정호용              , 왜 펜타킬 아님 다시 살아난 애도 없고 킬 후 킬인데,0.4268622
482,                gygy eee              ,상호  파란머리  ,0.6218625
483,                이재준              ,저 테디 아펠리오스가 속박포 안 나왔는대 왜 갱오냐고 찡찡거히던 아펠리오스가 맞나,0.62163043
484,                손흥              ,세트 ㅈㄱㅊㅇ세트 ㅈㄱㅊㅇ세트 ㅌㅊㅇ,0.13296708
485,                달콤한인생              ,지려버렸다 ㄷ ㄷ,0.8950485
486,                겠네모르              ,젠지 좋아하는데팀게임은어쩔수없다인정이다,0.4436409
487,                아이구어이구              ,올해도 부따리 되려나중국리그좀 이겨줘 ㅠ,0.34484684
488,                푸키              ,젠지 욕하지말고 롤두컵에서 잘해보자 드알엑스도,0.083663344
489,                앞비전              ,다 봐도 진짜 커즈는 정글 그자체를 보는 듯 했다 이게 커즈다 ,0.36398235
490,                진민성              ,역시 ,0.8630318
491,                파커              ,젠지였어서 결승전이 재밌었지안방에서 본 게 아쉬웠다,0.39479554
492,                lo l              ,뿌우우우우우우우,0.47329074
493,                맛있어코알라는              ,왜 페이커가 엄준식이됬냐,0.18886384
494,                Sunwoo Lee              ,다들 왤케 페이커 칭찬만 하는지 모르겠는데 나는 커즈가 너무 잘해줘서 대견하다,0.40037954
495,                안정훈              ,이번엔 느낌이 좋다 저번 시즌은 먼가 경기 내내 불안정한 느낌이 강했는데 이번에는 공수 양면 완벽한듯 칸나 각성과 커즈 안정화가 ㄹㅇ 컷다,0.5978567
496,                성욱강              ,도대체 사일 벤 왜안하는거냐베스트 궁 챔프들 픽하고 사일 푸네 ㅋㅋ,0.363647
497,                나물나물              ,아이고오아이고오 저 라스칼과 커즈만 에 남아있었더라면 완벽했을텐데 ㅠㅠㅠ 원통하도다,0.86795795
498,                H Park              ,커즈가 제일 불안요소였는데 포스트시즌에서 칸나와 더불어 제일 잘해졌네 뒷라인이 딜넣기 편함을 넘어서 상대 딜러진들 폭사시킨 장면 다수로 나오고 이게 감코진의 힘인가,0.17960933
499,                2111 진성민              ,  차이,0.25521934
500,                강대언Austin Kang              , 비디디차이,0.34474504
501,                손기석              ,젠지 존나 실망,0.003903836
502,                이강현              ,솔직히 밴픽 번다 발리는거 보고 이 대단한건지 젠지가 거품인건지,0.061855167
503,                Faker Fan              ,역시 페이커 그는 놀부인가,0.5700896
504,                공구리              ,페이커 나랑 동갑인데 제발 롤드컵 한번만 더해먹는거 보고싶다,0.38637054
505,                오스아디              ,안경조합 미쳤네 롤 우등생들,0.39106822
506,                calmdownm man              ,울었다,0.8928236
507,                onejh 12              ,이 잘한것도 있지만 난 젠지의 밴픽이 노답이었다고 보는데특히 세트 이즈후픽은 아무리생각해도 왜했는지 모르겠음 아펠을 버리고서라도 할만한 픽이었나 세트 픽유미도 모르겠고 걍 밴픽준비 별로 안한거처럼 보였음,0.011940628
508,                간지마켓              ,결승이란걸 모르고 봤음 개노잼 ㅋㅋ 등팀과 등팀 대결같내 ,0.008153498
509,                코렐라인              , 취소됨,0.16633496
510,                JS Y              ,   비둘기,0.1728648
511,                김아람              ,진짜 비디디 큰경기때마다 너무 못한는거같네 새가슴인가 플레이오프나 결승때는 비디디가 아니라 다른선수가 하는거 같다,0.18406925
512,                허영              ,룰러 너무별로다,0.003436625
513,                박일우              ,커즈 칸나 실화냐,0.12843496
514,                탱여진              , 이때 사일러스 궁을 뺏자마자 쓴 이유는 텔이 이즈가 아니라 질리언인 줄 알아서 그런듯,0.26997167
515,                우상민              ,젠지 상체가 너무 부실햇다 하체는 나쁘지않앗는데 상체에서 스노우볼 굴러오니깐 대처가 안됨,0.23520964
516,                김진호              ,젠지가 못하지 않았음에도 불구하고 티원이 대의 기록을 달성했다 티원은 더더욱 성장하는 모습을 보여주네 왕좌는 바뀌지 않을것인가,0.8947112
517,                kesk a              ,슼 일부로 밴 두개 안한거에요,0.1014919
518,                허민              ,삼경기 초반에 치킨 시켰는데 왜 삼경기에 끝나는건가요,0.09832227
519,                사탄              ,바루스를 내주다니젠지인 자 고통받을 지어다,0.66863465
520,                박이도              ,페이커가 메시랑 닮았다고 생각한다처음 등장했을 때는 말도 안되는 피지컬로 씹어먹고 다녔고이제 경력도 쌓이면서 노련해지니까 피지컬 바탕으로 전체적인 운영 및 팀게임 하는게 보인다,0.10484639
521,                김명현              ,칸나 에 적합한 탑라이너네칼챔도 잘다루지만 방패챔으로 칼챔 잡는거보면테디 페이커 캐리력 높혀주는 한몫할듯,0.10547799
522,                후아뵤              ,이 에선 압도적인데 롤드컵은 솔직히 좀 걱정이다 잘해주길 ㅠㅠ,0.9375135
523,                marcos kang              ,근데 이번 롤드컵은 어케 되는걸까관중들이 없으니까 많이 허전하네,0.2053495
524,                김막심              ,코치차이인듯,0.24572128
